Profit,Loss
100,0
120,0
80,150
90,0
110,300
100,0
80,200
120,0
110,250
90,350
110,0
130,350
90,0
100,250
120,200
110,0
90,300
130,150
120,250
100,0
120,250
140,300
110,0
110,350
100,0
120,200
130,250
110,150
140,250
120,0
130,350
120,200
140,250
130,250
110,150
150,0
140,150
120,300
150,350
110,0
140,350
130,200
150,250
140,250
120,150
160,0
150,150
130,300
160,350
120,250
150,350
140,200
160,250
150,250
130,150
170,250
160,150
140,300
170,350
130,250
